Caña de azúcar;c-otragr;102865.7748;13;36;Caña de azúcar;292331.9414;13;33;Aceites vegetales crudos y refinados;272870.6973;13;52;Plásticos y caucho sintético en formas primarias;1652.835678;13;74;Servicios de transporte por ferrocarril
Flores;c-otragr;35784.76354;14;36;Flores;193427.9272;14;33;Otros aceites y grasas de origen vegetal y animal n.c.p.;205435.3604;14;52;Pesticidas y otros productos químicos de uso agropecuario;374908.6538;14;74;Servicios de transporte terrestre
Follajes;c-otragr;25801.33772;15;36;Follajes;540464.0581;15;33;Productos lácteos;201821.9814;15;52;Pinturas, barnices, revestimientos;353690.5068;15;74;Servicio de taxis
Banano;c-banano;442126.8725;16;37;Banano;183412.9654;16;33;Arroz descascarillado, elaborado y semielaborado ;507209.9964;16;52;Jabones, detergentes, perfumes;487959.5721;16;74;Transporte de carga
Plátano;c-otragr;24175.16541;17;36;Plátano;110474.356;17;33;Harina de Trigo;165910.2552;17;52;Fibras artificiales y productos químicos n.c.p;286272.2732;17;74;Transporte de pasajeros por vía marítima y aérea
Piña;c-pinia;438062.2228;18;38;Piña;132882.1359;18;33;Otros productos de molinería n.c.p., almidones y sus derivados;545702.3443;18;52;Productos farmacéuticos y medicinales;80076.37028;18;74;Servicios de almacenamiento y depósito
Palma aceitera;c-otragr;94156.07255;19;36;Palma aceitera;403786.2405;19;33;Productos de panadería;288633.6223;19;53;Productos de caucho;28305.16588;19;74;Servicios de estacionamientos
Café en fruta;c-cafeenfruta;188089.0624;20;39;Café en fruta;183216.0588;20;33;Azúcar de caña, melazas, jarabes y otros azúcares;108715.753;20;53;Perfiles, tubería y conexiones de plástico ;148381.4019;20;74;Otros servicios vinculados con transporte
Mango;c-otragr;12748.43641;21;36;Mango;90446.19801;21;33;Cacao, chocolates y productos de confitería;626157.2939;21;53;Otros productos de plástico;30252.62675;21;74;Carga y descarga
Naranja;c-otragr;25404.65524;22;36;Naranja;43892.17695;22;33;Macarrones, fideos y productos farináceos análogos;109422.7987;22;54;Vidrio y productos de vidrio;174801.5542;22;74;Otros servicios de apoyo al transporte
Palmito;c-otragr;7621.960451;23;36;Palmito;270826.4532;23;34;Café oro;119249.9672;23;54;Productos refractarios, materiales de construcción ;93263.01441;23;80;Servicios postales y de mensajería
Otros productos de plantas no perennes y perennes n.c.p.;c-otragr;51946.52235;24;36;Otros productos de plantas no perennes y perennes n.c.p.;102074.319;24;34;Café molido, soluble, extractos y concentrados;146537.0413;24;54;Cemento, cal y yeso;536098.5299;24;75;Servicios de alojamiento
Otras frutas, nueces y otros frutos oleaginosos;c-otragr;117123.3703;25;36;Otras frutas, nueces y otros frutos oleaginosos;541880.905;25;33;Comidas, platos preparados y otros productos alimenticios;283189.4713;25;54;Artículos de hormigón, cemento y yeso ;1374609.249;25;75;Servicio de suministro de comida y bebidas
Plantas y raíces vivas;c-otragr;70029.85884;26;36;Plantas y raíces vivas;261904.9818;26;33;Alimentos preparados para animales;653638.6885;26;55;Productos Básicos de Hierro y Acero ;65831.83994;26;80;Servicios de radio, de televisión, películas
Ganado bovino;c-otragr;119009.9861;27;36;Ganado bovino;106651.6618;27;35;Bebidas alcohólicas destiladas y vinos;216122.9938;27;55;Productos primarios de aluminio, zinc;480922.3527;27;76;Servicios de telefonía
Ganado porcino;c-otragr;77064.2593;28;36;Ganado porcino;536943.8939;28;35;Cerveza, malta, bebidas no alcohólicas y agua embotellada;65405.18242;28;55;Productos metálicos para uso estructural;152101.0752;28;76;Servicios de internet
Pollo en pie;c-otragr;162155.2877;29;36;Pollo en pie;70836.39283;29;35;Productos de tabaco;477280.8175;29;55;Otros productos de metal;205098.4415;29;76;Otros servicios de telecomunicaciones
Otros animales vivos;c-otragr;9546.684148;30;36;Otros animales vivos;;;;c-for;317402.9331;30;56;Componentes y tableros electrónicos;566285.3298;30;78;Servicios de información, programación
Huevos;c-otragr;71519.88346;31;36;Huevos;;;;c-pesca;440329.7984;31;57;Equipos de comunicaciones ;34829.98797;31;77;Servicios de banca central
Leche cruda;c-otragr;186580.9092;32;36;Leche cruda;;;;c-min;129128.1529;32;57;Equipo de medición, prueba, navegación ;62744.09259;32;77;Otros servicios explícitos de intermediación monetaria 
Otros productos animales n.c.p.;c-otragr;13986.00586;33;36;Otros productos animales n.c.p.;;;;c-alimentos;25775.87277;33;57;Equipo de irradiación, electrónico, médico;797210.99;33;77;Servicios de intermediación financiera
Servicios de apoyo a la agricultura;c-otragr;170789.9747;34;36;Servicios de apoyo a la agricultura;;;;c-prodcafe;29446.45301;34;57;Instrumentos ópticos, fotográfico;306425.5031;34;77;Otros servicios financieros y de banca de inversión
Productos de la silvicultura;c-for;53478.11593;35;;c-arroz;;;;c-bebtab;250682.3673;35;57;Motores, generadores, transformadores eléctricos;374990.4134;35;77;Servicios de seguros, reaseguros y fondos de pensiones
Productos de la pesca;c-pesca;69227.19013;36;;c-otragr;;;;;289370.6321;36;57;Pilas, baterías, acumuladores, cables ;174591.7343;36;77;Servicios auxiliares de la intermediación monetaria y financiera
Productos de la acuicultura;c-pesca;32996.54624;37;;c-banano;;;;;54935.09984;37;57;Equipo eléctrico de iluminación;72203.67675;37;77;Servicios auxiliares de seguros y fondos de pensiones
Piedra, arena y arcilla;c-min;172835.1822;38;;c-pinia;;;;;213098.4287;38;57;Refrigeradoras, cocinas, lavadoras;1956031.691;38;80;Servicios de alquiler de viviendas
Sal;c-min;2187.119499;39;;c-cafeenfruta;;;;;30766.75319;39;57;Otros tipos de equipo eléctrico;743323.1688;39;80;Servicios de alquiler de inmuebles no residenciales
Petróleo y gas natural;c-min;11.40374138;40;;;;;;;636177.7522;40;57;Maquinaria de uso general y especial;168788.7036;40;78;Servicios jurídicos
Otros minerales metálicos, no metálicos;c-min;35686.96933;41;;;;;;;814302.8288;41;58;, remolques y semirremolques;146217.9109;41;78;Servicios de contabilidad, consultoría fiscal y otros
Carne y despojos comestibles de aves;c-alimentos;298499.1297;42;;;;;;;189445.5941;42;58;Partes y piezas para vehículos automotores;434450.7662;42;78;Servicios de consultoría en gestión financiera
Carne y despojos comestibles de ganado vacuno;c-alimentos;197927.504;43;;;;;;;59712.26025;43;58;Otros tipos de equipo de transporte;316991.7178;43;78;Servicios de arquitectura, ingeniería y conexos
Carne y despojos comestibles de ganado porcino;c-alimentos;131621.8125;44;;;;;;;106178.7075;44;50;Muebles de madera;125489.6093;44;78;Servicios de investigación científica y desarrollo
Embutidos y otros productos cárnicos;c-alimentos;151195.6375;45;;;;;;;160480.3296;45;50;Muebles de otro tipo de material;532193.2345;45;78;Servicios de publicidad
Pescados, crustáceos y moluscos conservados;c-alimentos;219125.6545;46;;;;;;;813976.496;46;57;Instrumentos y suministros médicos y dentales;213113.0379;46;78;Otros servicios profesionales, científicos y técnicos
Frutas, legumbres y hortalizas en conserva;c-alimentos;439338.0925;47;;;;;;;292760.3763;47;50;Otros productos manufactureros;31273.79253;47;80;Servicios veterinarios
Aceites vegetales crudos y refinados;c-alimentos;292331.9414;48;;;;;;;107974.3227;48;50;Desperdicios y desechos;396715.4107;48;80;Servicios de alquiler de automotores
Otros aceites y grasas de origen vegetal y animal n.c.p.;c-alimentos;193427.9272;49;;;;;;;;;;c-texcuero;162755.5047;49;80;Alquiler y arrendamiento de licencias
Productos lácteos;c-alimentos;540464.0581;50;;;;;;;;;;c-otrmnf;35740.11218;50;80;Otros servicios de alquiler
Arroz descascarillado, elaborado y semielaborado ;c-alimentos;183412.9654;51;;;;;;;;;;c-refpet;110437.2144;51;80;Servicios de agencias de empleo
Harina de Trigo;c-alimentos;110474.356;52;;;;;;;;;;c-quimicos;126467.7029;52;80;Servicios de agencias de viajes, operadores turísticos
Otros productos de molinería n.c.p., almidones y sus derivados;c-alimentos;132882.1359;53;;;;;;;;;;c-cauchoplast;232332.4309;53;80;Servicios de seguridad  e investigación
Productos de panadería;c-alimentos;403786.2405;54;;;;;;;;;;c-prodminnomet;135247.9228;54;80;Limpieza de edificios y cuidado del paisaje y mantenimiento
Azúcar de caña, melazas, jarabes y otros azúcares;c-alimentos;183216.0588;55;;;;;;;;;;c-prodmet;889122.9631;55;80;Servicios administrativos y de apoyo de oficina
Cacao, chocolates y productos de confitería;c-alimentos;90446.19801;56;;;;;;;;;;c-computadoras;702714.8807;56;79;Servicios públicos generales del gobierno 
Macarrones, fideos y productos farináceos análogos;c-alimentos;43892.17695;57;;;;;;;;;;c-maq;555120.2523;57;80;Servicios a la comunidad en general
Café oro;c-prodcafe;270826.4532;58;;;;;;;;;;c-vehiculos;24761.56547;58;80;Servicios administrativos de los regímenes de seguridad social obligatoria
Café molido, soluble, extractos y concentrados;c-prodcafe;102074.319;59;;;;;;;;;;c-otrmnf;2050816.351;59;81;Servicios de enseñanza
Comidas, platos preparados y otros productos alimenticios;c-alimentos;541880.905;60;;;;;;;;;;;1926719.36;60;82;Servicios de atención de la salud humana
Alimentos preparados para animales;c-alimentos;261904.9818;61;;;;;;;;;;;235986.7239;61;80;Servicios artísticos, de entretenimiento y recreativos
Bebidas alcohólicas destiladas y vinos;c-bebtab;106651.6618;62;;;;;;;;;;;95837.54848;62;80;Servicios de asociaciones empresariales
Cerveza, malta, bebidas no alcohólicas y agua embotellada;c-bebtab;536943.8939;63;;;;;;;;;;;102771.1018;63;80;Servicios de reparación de computadoras
Productos de tabaco;c-bebtab;70836.39283;64;;;;;;;;;;;10055.29324;64;80;Servicios de lavado, secado y limpieza de prendas
Artículos textiles, excepto prendas de vestir;c-texcuero;252102.9279;65;;;;;;;;;;;176517.355;65;80;Servicios de peluquería y otros tratamientos de belleza
Prendas de vestir;c-texcuero;494308.3983;66;;;;;;;;;;;10403.04833;66;80;Servicios funerarios y conexos
Cuero y productos conexos, excepto calzado;c-texcuero;61358.27749;67;;;;;;;;;;;21008.64638;67;80;Otros servicios n.c.p.
Calzado;c-texcuero;160261.3827;68;;;;;;;;;;;282337.9895;68;83;Servicios domésticos
Madera y corcho, productos de madera y corcho;c-otrmnf;169739.2965;69;;;;;;;;;;;;;;c-svcmnf
Papel y productos de papel;c-otrmnf;783063.9518;70;;;;;;;;;;;;;;c-elegas
Productos de la edición, impresión y grabaciones;c-otrmnf;240302.4979;71;;;;;;;;;;;;;;c-agua
Gasolina;c-refpet;775971.1823;72;;;;;;;;;;;;;;c-cns
Diesel;c-refpet;661460.0213;73;;;;;;;;;;;;;;c-comercio
Bunker;c-refpet;104924.9974;74;;;;;;;;;;;;;;c-trns
Aceites y grasas lubricantes;c-refpet;95954.41897;75;;;;;;;;;;;;;;c-hotelrest
Otros productos derivados del petróleo y de coque;c-refpet;77883.22162;76;;;;;;;;;;;;;;c-com
Sustancias químicas básicas y abonos y compuestos de nitrógeno;c-quimicos;548324.3246;77;;;;;;;;;;;;;;c-fin
Plásticos y caucho sintético en formas primarias;c-quimicos;272870.6973;78;;;;;;;;;;;;;;c-svcprf
Pesticidas y otros productos químicos de uso agropecuario;c-quimicos;205435.3604;79;;;;;;;;;;;;;;c-admpub
Pinturas, barnices, revestimientos, tintas de imprenta y masillas;c-quimicos;201821.9814;80;;;;;;;;;;;;;;c-otrsvc
Jabones, detergentes, perfumes y preparados de tocador;c-quimicos;507209.9964;81;;;;;;;;;;;;;;c-edu
Fibras artificiales y productos químicos n.c.p;c-quimicos;165910.2552;82;;;;;;;;;;;;;;c-salud
Productos farmacéuticos y medicinales;c-quimicos;545702.3443;83;;;;;;;;;;;;;;c-domest
Productos de caucho;c-cauchoplast;288633.6223;84;;;;;;;;;;;;;;
Perfiles, tubería y conexiones de plástico rígido sin soporte;c-cauchoplast;108715.753;85;;;;;;;;;;;;;;
Otros productos de plástico;c-cauchoplast;626157.2939;86;;;;;;;;;;;;;;
Vidrio y productos de vidrio;c-prodminnomet;109422.7987;87;;;;;;;;;;;;;;
Productos refractarios, materiales de construcción de arcilla;c-prodminnomet;119249.9672;88;;;;;;;;;;;;;;
Cemento, cal y yeso;c-prodminnomet;146537.0413;89;;;;;;;;;;;;;;
Artículos de hormigón, cemento y yeso ;c-prodminnomet;283189.4713;90;;;;;;;;;;;;;;
Productos Básicos de Hierro y Acero ;c-prodmet;653638.6885;91;;;;;;;;;;;;;;
Productos primarios de aluminio, zinc;c-prodmet;216122.9938;92;;;;;;;;;;;;;;
Productos metálicos para uso estructural;c-prodmet;65405.18242;93;;;;;;;;;;;;;;
Otros productos de metal;c-prodmet;477280.8175;94;;;;;;;;;;;;;;
Componentes y tableros electrónicos;c-computadoras;317402.9331;95;;;;;;;;;;;;;;
Equipos de comunicaciones y aparatos electrónicos de consumo;c-maq;440329.7984;96;;;;;;;;;;;;;;
Equipo de medición, prueba, navegación y control y de relojes;c-maq;129128.1529;97;;;;;;;;;;;;;;
Equipo de irradiación, electrónico, médico y terapéutico;c-maq;25775.87277;98;;;;;;;;;;;;;;
Instrumentos ópticos, fotográfico, soportes magnéticos y ópticos;c-maq;29446.45301;99;;;;;;;;;;;;;;
Motores, generadores, transformadores eléctricos;c-maq;250682.3673;100;;;;;;;;;;;;;;
Pilas, baterías, acumuladores, cables y dispositivos de cableado;c-maq;289370.6321;101;;;;;;;;;;;;;;
Equipo eléctrico de iluminación;c-maq;54935.09984;102;;;;;;;;;;;;;;
Refrigeradoras, cocinas, lavadoras y otros aparatos de uso doméstico;c-maq;213098.4287;103;;;;;;;;;;;;;;
Otros tipos de equipo eléctrico;c-maq;30766.75319;104;;;;;;;;;;;;;;
Maquinaria de uso general y especial, partes y piezas;c-maq;636177.7522;105;;;;;;;;;;;;;;
Vehículos automotores, carrocerías, remolques y semirremolques;c-vehiculos;814302.8288;106;;;;;;;;;;;;;;
Partes y piezas para vehículos automotores;c-vehiculos;189445.5941;107;;;;;;;;;;;;;;
Otros tipos de equipo de transporte;c-vehiculos;59712.26025;108;;;;;;;;;;;;;;
Muebles de madera;c-otrmnf;106178.7075;109;;;;;;;;;;;;;;
Muebles de otro tipo de material, excepto de piedra, hormigón y cerámica;c-otrmnf;160480.3296;110;;;;;;;;;;;;;;
Instrumentos y suministros médicos y dentales;c-maq;813976.496;111;;;;;;;;;;;;;;
Otros productos manufactureros;c-otrmnf;292760.3763;112;;;;;;;;;;;;;;
Desperdicios y desechos;c-otrmnf;107974.3227;113;;;;;;;;;;;;;;
Servicios de reparación e instalación de maquinaria y equipo;c-otrsvc;214329.3294;114;;;;;;;;;;;;;;
Servicios de manufactura;c-svcmnf;341879.4894;115;;;;;;;;;;;;;;
Energía eléctrica, gas, vapor y aire acondionado;c-elegas;765572.3861;116;;;;;;;;;;;;;;
Agua potable y alcantarillado;c-agua;168889.5272;117;;;;;;;;;;;;;;
Servicio de recogida, tratamiento y eliminación de desechos;c-otrsvc;101753.5693;118;;;;;;;;;;;;;;
Servicios de protección del medio ambiente;c-otrsvc;7761.923115;119;;;;;;;;;;;;;;
Edificaciones residenciales;c-cns;842268.2998;120;;;;;;;;;;;;;;
Edificaciones no residenciales;c-cns;1235973.852;121;;;;;;;;;;;;;;
Carreteras y vías férreas;c-cns;205724.3484;122;;;;;;;;;;;;;;
Construcción de proyectos de servicio público;c-cns;746803.9914;123;;;;;;;;;;;;;;
Servicios especiales y generales de la construcción;c-cns;864574.9008;124;;;;;;;;;;;;;;
Servicios de Comercio;c-comercio;3370196.637;125;;;;;;;;;;;;;;
Mantenimiento y reparación de vehículos automotores;c-comercio;433678.969;126;;;;;;;;;;;;;;
Servicios de transporte por ferrocarril;c-trns;1652.835678;127;;;;;;;;;;;;;;
Servicios de transporte terrestre de pasajeros excepto taxis;c-trns;374908.6538;128;;;;;;;;;;;;;;
Servicio de taxis;c-trns;353690.5068;129;;;;;;;;;;;;;;
Transporte de carga;c-trns;487959.5721;130;;;;;;;;;;;;;;
Transporte de pasajeros por vía marítima y aérea;c-trns;286272.2732;131;;;;;;;;;;;;;;
Servicios de almacenamiento y depósito;c-trns;80076.37028;132;;;;;;;;;;;;;;
Servicios de estacionamientos;c-trns;28305.16588;133;;;;;;;;;;;;;;
Otros servicios vinculados con transporte;c-trns;148381.4019;134;;;;;;;;;;;;;;
Carga y descarga;c-trns;30252.62675;135;;;;;;;;;;;;;;
Otros servicios de apoyo al transporte;c-trns;174801.5542;136;;;;;;;;;;;;;;
Servicios postales y de mensajería;c-otrsvc;93263.01441;137;;;;;;;;;;;;;;
Servicios de alojamiento;c-hotelrest;536098.5299;138;;;;;;;;;;;;;;
Servicio de suministro de comida y bebidas;c-hotelrest;1374609.249;139;;;;;;;;;;;;;;
Servicios de radio, de televisión, películas, videos y otros afines;c-otrsvc;65831.83994;140;;;;;;;;;;;;;;
Servicios de telefonía;c-com;480922.3527;141;;;;;;;;;;;;;;
Servicios de internet;c-com;152101.0752;142;;;;;;;;;;;;;;
Otros servicios de telecomunicaciones;c-com;205098.4415;143;;;;;;;;;;;;;;
Servicios de información, programación;c-svcprf;566285.3298;144;;;;;;;;;;;;;;
Servicios de banca central;c-fin;34829.98797;145;;;;;;;;;;;;;;
Otros servicios explícitos de intermediación monetaria ;c-fin;62744.09259;146;;;;;;;;;;;;;;
Servicios de intermediación financiera medidos indirectamente (SIFMI);c-fin;797210.99;147;;;;;;;;;;;;;;
Otros servicios financieros y de banca de inversión;c-fin;306425.5031;148;;;;;;;;;;;;;;
Servicios de seguros, reaseguros y fondos de pensiones;c-fin;374990.4134;149;;;;;;;;;;;;;;
Servicios auxiliares de la intermediación monetaria y financiera;c-fin;174591.7343;150;;;;;;;;;;;;;;
Servicios auxiliares de seguros y fondos de pensiones;c-fin;72203.67675;151;;;;;;;;;;;;;;
Servicios de alquiler de viviendas;c-otrsvc;1956031.691;152;;;;;;;;;;;;;;
Servicios de alquiler de inmuebles no residenciales;c-otrsvc;743323.1688;153;;;;;;;;;;;;;;
Servicios jurídicos;c-svcprf;168788.7036;154;;;;;;;;;;;;;;
Servicios de contabilidad, consultoría fiscal y otros;c-svcprf;146217.9109;155;;;;;;;;;;;;;;
Servicios de consultoría en gestión financiera;c-svcprf;434450.7662;156;;;;;;;;;;;;;;
Servicios de arquitectura, ingeniería y conexos;c-svcprf;316991.7178;157;;;;;;;;;;;;;;
Servicios de investigación científica y desarrollo;c-svcprf;125489.6093;158;;;;;;;;;;;;;;
Servicios de publicidad, provisión de espacios de publicidad;c-svcprf;532193.2345;159;;;;;;;;;;;;;;
Otros servicios profesionales, científicos y técnicos;c-svcprf;213113.0379;160;;;;;;;;;;;;;;
Servicios veterinarios;c-otrsvc;31273.79253;161;;;;;;;;;;;;;;
Servicios de alquiler de automotores, maquinaria y equipo;c-otrsvc;396715.4107;162;;;;;;;;;;;;;;
Alquiler y arrendamiento de licencias, derechos de autor, patentes y franquicias;c-otrsvc;162755.5047;163;;;;;;;;;;;;;;
Otros servicios de alquiler;c-otrsvc;35740.11218;164;;;;;;;;;;;;;;
Servicios de agencias de empleo;c-otrsvc;110437.2144;165;;;;;;;;;;;;;;
Servicios de agencias de viajes, operadores turísticos;c-otrsvc;126467.7029;166;;;;;;;;;;;;;;
Servicios de seguridad  e investigación;c-otrsvc;232332.4309;167;;;;;;;;;;;;;;
Limpieza de edificios y cuidado del paisaje y mantenimiento;c-otrsvc;135247.9228;168;;;;;;;;;;;;;;
Servicios administrativos y de apoyo de oficina y otras actividades de apoyo a las empresas;c-otrsvc;889122.9631;169;;;;;;;;;;;;;;
Servicios públicos generales del gobierno ;c-admpub;702714.8807;170;;;;;;;;;;;;;;
Servicios a la comunidad en general;c-otrsvc;555120.2523;171;;;;;;;;;;;;;;
Servicios administrativos de los regímenes de seguridad social obligatoria;c-otrsvc;24761.56547;172;;;;;;;;;;;;;;
Servicios de enseñanza;c-edu;2050816.351;173;;;;;;;;;;;;;;
Servicios de atención de la salud humana y de asistencia social;c-salud;1926719.36;174;;;;;;;;;;;;;;
Servicios artísticos, de entretenimiento y recreativos;c-otrsvc;235986.7239;175;;;;;;;;;;;;;;
Servicios de asociaciones empresariales, profesionales, sindicatos, políticas y afines;c-otrsvc;95837.54848;176;;;;;;;;;;;;;;
Servicios de reparación de computadoras, efectos personales y enseres domésticos;c-otrsvc;102771.1018;177;;;;;;;;;;;;;;
Servicios de lavado, secado y limpieza de prendas;c-otrsvc;10055.29324;178;;;;;;;;;;;;;;
Servicios de peluquería y otros tratamientos de belleza;c-otrsvc;176517.355;179;;;;;;;;;;;;;;
Servicios funerarios y conexos;c-otrsvc;10403.04833;180;;;;;;;;;;;;;;
Otros servicios n.c.p.;c-otrsvc;21008.64638;181;;;;;;;;;;;;;;
Servicios domésticos;c-domest;282337.9895;182;;;;;;;;;;;;;;
